ID,query
406925,"Добрый день! Вопрос о замене миграционной карты без выезда. Последняя миграционка 2019 года, по нему подавал на рвп. Сейчас планирую снова подать на рвп, но могут отказать из за старой миграционки. Прошу вас помочь, так как у вас указано что есть замена без выезда. Гражданин Узбекистана. Не имею судимости либо административных нарушений. Женат на гражданке РФ и имею 2х совместных детей граждан РФ"
377633,"В 2020 году приобрел земельный участок 7 соток у продавца, которому отец подарил в 2016 году этот участок. В 2025 году подошел этот продавец и сказал, что первая жена у отца, с котором они развелись, обнаружила договор купли-продажи между отцом и товарищем. Договор купли-продажи не составляли, писали расписку, договор дарения. Жена сейчас просит всё вернуть обратно, так как это совместно-нажитое имущество, подала в суд. Я уже на этом участке построил дом. Как сейчас мне быть?"
395124,"После смерти родственника, получили наследство, включая долг по кредитной карте. Должен ли человек, вступивший в наследство оплачивать проценты по кредитной карте, которые начислялись со дня смерти родственника и до момента вступления в наследство? При этом счет был заблокирован сразу в момент смерти человека и доступа к нему не было до момента вступления в наследство. Оплатить не было физической возможности."
409950,"« Здравствуйте! Вызывала в последнюю поездку такси своей бабушке. Деньги списались с моей карты. Во время поездки водитель запросил у нее еще 4000 рублей наличными, сказав, что поездка не оплачена, о чем моя бабушка не знала. Я пыталась позвонить водителю, но он не отвечает. Это мошенник. Свяжитесь с ним. Если он не вернет деньги, то мы обратимся в полицию.»"
375219,"Здравствуйте! Мне нужно обжаловать автомобильный штраф . Приложение парковки Москвы некорректно отобразило номер машины припаркованной , хотя я вводила данные автомобиля и один час оплатил я одной машины а другой с другими номерами , мне пришел штраф на 50000р за неоплаченную парковку для юридических лиц . Возможно ли обжаловать штраф . Парковка была оплачена"
410213,"В прошлом году у меня было много трат, я хочу получить компенсацию, я собрал все документы, юристы ваши сделали мне декларацию, но я ее не сдавал, так как не оплатил налоги по вкладу. В прошлом году мама мне передала часть квартиры. По этому поводу получил вчера от {{UL}} ответ, что проводится проверка, для этого они запросили декларацию, но я не хочу сейчас подавать полностью декларацию, поскольку я не оплатил налоги от банковских вкладов. Могу ли я представить только доходную часть и нужно ли указывать в этой доходной части дарственную?"
409392,"Здравствуйте, мою банковской карту {{BANK}} поставили арест из-за штрафы гибдд но я оплатил все долги, арест автоматической снимается?"
384047,"Добрый день!
Планирую покупку парковочного места в подземном паркинге. Машино-место продавца находится в общей долевой собственности и имеет долю 1/192. Продавец хочет продать эту долю в общей собственности мне - постороннему лицу. Я не имею других долей в этой общей собственности. 
Как мне купить у продавца парковочное место в виде доли? Какие документы и действия должны быть со стороны продавца и покупателя, чтобы всё было юридически законно?"
376426,"Добрый день, я в 2024 г меняла работу, и платила 13% НДФЛ, тк новая работа не учитывала доход со старой. Я так понимаю в декабре надо будет доплатить налог. Как получить налоговый вычет по иис 60 а не 52 ? Возможно ли это сейчас ?"
397708,"Добрый день. Стояла машина 3 дня на ""газоне"" во дворе, проехали и выписали 2 штрафа по 5000. Можно ли отменить хотя бы 1 штраф, т.к машина просто стояла на одном и том же месте и оба штрафа пришли в один день?"
376379,"Я хотела бы купить гараж в спб, я нахожусь в Кургане,
оказалось права собственности на гаражи практически ни у кого нет,
переоформляют через Председателя путем вступления через членскую книжку {{BANK}} общество автомобилистов.
Насколько это юридически? Что я вообще куплю? Других документов ни на землю, ни на гараж у продавца нет."
387204,"Добрый день! Необходимо составить договор сдачи  квартиры в аренду, жилое имущество, между физическими лицами"
401412,"Здравствуйте, что делать
Отдал автомобиль в автосервис для замены тех жидкостей
По итогу сожгли стартер и вину не признают"
386803,"У нас с бывшем есть потреб кредит в {{BANK}}, который оформили в браке на меня, на покупку жилого дома. Сейчас развелись. Уже как полгода уехала оттуда. Муж живет в этом доме. До развода он ежемесячно присылал деньги, чтобы гасить кредит. Завтра платеж деньги не присылаются. Он не согласен делить дом, на нотариальное соглашение по этому поводу. Какие у меня есть варианты, как себя защитить? Проживаю в Прокопьевске. Дом во Владимирской области."
378093,"Добрый день, меня зовут ***! вопрос такой. 
по автокредиту заставляют покупать Каско или освобождение от Каско. или же изменится процентная ставка. автомобиль был с пробегом. покупали в салоне. 
Законно ли это?"
393047,"Необходимо обжаловать штраф за парковку. Я являюсь инвалидом второй группы, для меня эта парковка должна была быть бесплатной."
388593,"Добрый день. Прошу вашего участия в обжаловании штрафа {{UL}}. 
Ситуация следующая. 
Мне поступило несколько штрафов за парковку, при этом я помню что в большинстве случаев я оплачивал парковку, но как позже выяснил в приложении гос номер автомобиля был введен с ошибкой. 
1) возможно ли обжаловать такие штрафы, убедив, что умысла в неуплате не было, но номер указан был другой? 
2) все штрафы пришли без фотои конкретного места нарушения. Может ли это быть причиной обжалования?"
379004,"После развода отец ребёнка подал исковое заявление - требует определить место жительства ребёнка (7 лет) с ним. При этом у отца заболевание эпилепсии, никогда не выполнял домашние обязанности дома (не может и не умеет), не занимался лечением ребёнка и не встречался с ним 1,5 года, сам периодически не работает. На какие статьи можно сослаться в иске о возражении (состояние здоровья, неспособность обслуживать ребёнка, заниматься его лечением, отсутствие постоянной работы)"
388551,"Добрый день, я покупала блок тренировок у тренера без заключения договора, оплачивая ему сумму на карту напрямую. Он уволился из клуба и остался должен мне денег, данный факт подтверждается  перепиской  в WhatsApp. Могли бы вы помочь составить досудебные претензию? И есть ли судебная перспектива данного дела?сумма долга 10 000 р"
375784,"Добрый день. У меня вопрос по КоАП.
Инспектор ДПС вынес постановление. Я его обжаловал а районный суд, который оставил постановление в силе. Вышестоящий суд отменил решение {{UL}} суда и направили его на новое рассмотрение, при этом постановление инспектора оставил в силе. Вопрос: вступает ли в силу в данном случае постановление инспектора с момента вынесения решения вышестоящим судом?
Прошу также разъяснить мне порядок обжалования постановления: жалоба в районной суд, апелляционная жалоба в вышестоящий и кассационная жалоба в кассационный, затем верховный. Прошу разъяснить мне права каждого из этих судов."
394952,"Ситуация следующая: девочка гражданка Узбекистана 17 лет живет в РФ с мамой гражданкой Узбекистана. У мамы есть патент на работу, регистрация в Г.Всеволожск, чиста перед законом. У девочки на днях заблокировали карту {{BANK}}. Сегодня она ездила в мфц подтверждать госуслуги и данные снилс и ей там сказали ехать в {{BANK}} подтверждать биометрию. В {{BANK}} ей сказали, что в связи с тем, что она несовершеннолетняя не резидентка подтвердить биометрию нет возможности. В приложении {{BANK}} написано обращаться в {{MILIT_SIGN}} по миграционным вопросам, в самом же {{BANK}} сказали посмотреть в реестре контролируемых лиц {{MILIT_SIGN}}. Придя домой она это сделала и обнаружила, что она занесена в данный реестр. Мама же ее не занесена в данный реестр. Никаких догадок о том почему девочка туда внесена - нет. Девочка с мамой недавно пересекали границу РФ (для патента мамы) и никаких сложностей с документами на границе не было. 
Помогите составить план дальнейших действий для обжалования данного статуса."
402880,"Добрый день. 
У меня вопрос касательно возможности официальной работы в РФ (гражданин РФ) и работать/числиться трудоустроенным в Казахстане, возможно не полное время. Могу ли я подрабатывать в Казахстане, если официально работаю в РФ? Не будет ли мое руководство компании в РФ против моей подработки и не уволят ли меня?"
410796,"Как оставить ребёнка ещё раз в 3 классе, чтобы учиться с её сверстниками?
Ребёнок пошёл по системе 1-3 в 6.9 лет, отучилась 2 года, сейчас ей 8 лет, перешла в 4ый класс. Начались проблемы по неврологии, списывают на сильную эмоциональную нагрузку тк дети другие дети в классе старше на год-два. В пятом классе разница до трех лет будет. В школе отказывают, говорят незаконно на 2ой год оставаться в 3 классе, успеваемость 4/5. У ребенка начался бруксизм, невролог поставил неврозо подобный синдром. 
Как оставить ребёнка ещё раз в 3 классе, чтобы учиться с её сверстниками
(8-9лет)? Школа в Москве. Общеобразовательная. К школьному психологу обращались, она не увидела проблем."
376580,Иис 3... Надо ли подавать 3 ндфл на взносы лоя вычета?? Или {{BANK}} сам подает??
400114,"Хотель узнать, возможно ли уменьшить размер алиментов на ребенка при рождении второго ребенка в другом браке. А также если ли возможность контролировать расход этих алиментов бывшей супругой"
382253,"Можно ли узаконить следующую перепланировку в новостройке:  в квартире есть ниша, где зашиты вентиляционный короб (труба) + канализация (труба)
можно ли уменьшить этот короб, чтобы сделать полки, не трогая при этом коммуникации"
398917,"Добрый день! У нашей компании заключен договор аренды здания с муниципалитетом с ноября 2023 года. Сейчас у нас появилась потребность провести газификацию здания, для устройства отопления. Одно из требования заключения договора газификации - это иметь право владения землей, по которой будет проходить врезка и прокладка линии. Мы написали в муниципалитет письмо, с просьбой заключить договор аренды на земельный участок. Они нам объяснили, что для этого надо перевести землю в вид использования, в соответствие с нашим видо деятельности. В итоге, сделали договор с начала договора аренды, хотя данного обязательства в договоре аренды нет. Есть основания не согласится с таким договором аренды земельного участка, и заключить его с даты подачи такового прошения, или с даты внесения изменения разрешенного использования земли с соответствующим видом деятельности, а это 08.07.2025 год?"
380219,"Добрый день! у меня квартира в собственности более 5 лет, покупалась за наличные. я являюсь налоговым НЕрезидентом. Какой налог я должна оплачивать при продаже квартиры, если продаю по цене дороже, чем купила? Спасибо!"
378765,"Добрый день!
Вопрос по блокировке ФЗ-115 - по физическому лицу блокировка была снята, пытаюсь открыть расчётный счёт ИП - идёт отказ по причине ограничений ФЗ 115. Подскажите как снять ограничения по ИП, порядок действий и какие необходимы документы."
380141,"Здравствуйте! Подскажите, пожалуйста, могу ли я открыть ИП и реализовывать товар чужого бренда, который купила как физ.лицо?"
378715,"Добрый день!

Приобретена недвижимость в общую совместную собственность с мужем (в договоре ДКП оба указаны покупателями), на момент покупки - брачный договор не заключен.

Каким образом можно переоформить данный объект в собственность только одного из супругов?

Насколько понимаю, возможны варианты:
с выделение доли и дарением ее, либо заключение брачного договора.
Могли бы подсказать пожалуйста, преимущества и недостатки каждого из вариантов, возможно есть рекомендации еще по другим способам оформления?"
405625,Оформление документов еа налоговый вычет за лечение супруги и ребенка
387490,"Здравствуйте. Хочу проконсультироваться по следующей ситуации.
07.04.2025 через турагентство ООО «{{UL}}» (бренд «Слетать.ру») я купила тур (вылет 08.05.2025, возврат 17.05.2025) от туроператора ООО «{{UL}}» ({{UL}}). Тур не состоялся: рейс отменили, альтернатива не была предложена. Туроператор на связь не вышел. Претензию я направила 10.05.2025, ответа не получила. Агент позже прислал заявление на возврат, но с кабальными условиями (удержание расходов и отказ от претензий). Я отказалась его подписывать и направила им свой вариант заявления без этих условий. Сегодня они ответили, что готовы принять заявление по моему образцу.
Планирую подавать иск к туроператору с требованием вернуть деньги, взыскать неустойку, моральный вред и штраф.
Вопросы:
Если я подпишу заявление на возврат по своему образцу, без отказа от претензий — может ли {{UL}} посчитать это досудебным урегулированием или расценить как отказ от иска?
Может ли это повредить взысканию неустойки или штрафа?"
373954,Как подать на раздел совместно нажитого имущества после развода
404963,"Добрый день. 
Я приобрел запчасть для автомобиля, которая после установки и диагностики не подошла, ввиду невозможности «прописать» ее в блок управления а/м. Я осуществил возврат зап/части, но продавец запросил у меня наряд заказ из сервиса, и отказывается возвращать Ден/средства"
410359,"Прошу создать заявление в суд на судебного пристава , в связи не прекращением дела по не однократным заявлениям через госуслуги. Прекращения дела в связи определением  суда Завершить конкурсное производство в отношении должника - общества с
ограниченной ответственностью «{{UL}} 666» (ИНН ***,
ОГРН ***).
Требования кредиторов, которые не были удовлетворены из-за недостаточности
конкурсной массы, считаются погашенными. Предприятия ликвидировано из ФНС
 Ответы от судебных приставов такие На № *** (***)
от 18.04.2025
***, 
Уведомление об отказе в подтверждении полномочий
25.04.2025
Ваше заявление ""Заявление о прекращении исполнительного производства"" № 61208/25
/23068 от 21.04.2025 не может быть рассмотрено, так как для данного типа заявления требуется
обязательное подтверждение полномочий заявителя, а на основании указанных в нем сведений
подтвердить их невозможно.
Судебный ***
"
396958,"Добрый день
У меня экспедиторская компания
Фактический перевозчик повредил груз моего заказчика и отказывается платить по претензии"
395417,"У меня воруют деньги, жалуюсь на спец.службы, {{MILIT_SIGN}} командует айтишниками, чтобы воровать деньги на сервере. На кого мне подавать заявление - на {{MILIT_SIGN}} как на заказчика преступления или на исполнителей?"
374356,"Здравствуйте! Помогите написать претензию на турфирму, которая предоставляла на отдыхе подводную прогулку на батискафе, во время которой батискаф потонул."
396592,"Здравствуйте. Ситуация такая. В 2000 году бабушкой моей супруги *** была приобретена квартира по договору купли продажи у ***, был сделан только договор, заверен у нотариуса, но дальше свидетельство на регистрацию бабушка не получила, сторона которая продала квартиру в замен получили другую квартиру, внучка продавца *** это не отрицает, есть переписка с ней. Сейчас с Галиной этой внучкой была устная договоренность, на нее подали в суд, так как там были долги, после того как она посетила суд она сказала что договор признали недействительным, хотя договор подписан нотариусом. Мы договорились с ней что она восстановит документы, и за то что она потратит на это время то мы все компенсируем. Сейчас когда она получила документы на квартиру, она решила ее продать по кадастровой стоимости, то есть хочет продать то что они уже продали. Какие у нас шансы на успех в суде, мы находимся на Сахалине в Углегорске."
397530,"Сегодня хотела оформить ипотеку на строительство дома, так как проверили мою кредитную историю и сказали, что у меня есть задолженности в других банках, названия банков там не прописывается. Но у меня нет никакой задолженности, ранее все оплатила. Хотела бы узнать, в каких банках есть задолженность, проанализировать мою кредитную историю"
407411,"При выполнении работ по реставрации ванны исполнитель испачкал краской кафельную плитку, очищать отказывается"
381355,"Покупаю квартиру у застройщика, открыла счет в банке {{UL}} . Прислали договор оферты, в котором указано, что должна сделать оплату. И что после этого произойдет регистрация в реестре деньги поступят на номинальный счет. Интересует безопасность такой сделки."
386133,"Какие действия по порядку чтоб развестись?
Вроде оба согласны но есть ребенок 14лет и имущество общее?"
386374,"Клиент хочет проконсультироваться по спорам с управляющей компанией. Клиент живет на 4 этаже ( он является последним) и клиента каждый раз при дожде затапливает квартиру. УК не отказывается ремонтировать, но устранить неполадку в кровле они до сих пор не могут"
404459,"Здравствуйте. 

В рамках тендерной процедуры был заключен договор и поставлен товар. У меня есть договор. Скан образы УПД и уведомления. У контрагента заблокированы счета. Со слов представителей финансовой службы заказчика было рекомендовано обратиться в суд для получения исполнительного листа. Ряд поставщиков уже получили исполнительный лист. Достаточно ли данных документов для получения исполнительного листа через арбитражный суд?"
386009,"Муж построил дом в Таиланде. Должен был оформить в собственность, но не получилось сделать из-за коронавируса. Хотел полететь в Таиланд для оформления на новый год в 2023, но погиб в дтп. В качестве наследников есть также сестра и мать. Сестра хочет подговорить мать мужа, для борьбы за наследство. Уговорила отдать оригинал договора, летала в Таиланд, нашла там местного адвоката. Прошло два с половиной года с момента смерти, адвокат советует не торопиться. Какой должен быть порядок действий, по какому законодательству получать наследство."
396858,"Необходимо оформить дарственную на мужа, хочу подарить ему свою часть в квартире"
405401,"ПРЕТЕНЗИЯ, случаи неправомерного использования товарного знака."
379518,"Добрый день!
Заполняю 3-НДФЛ (онлайн на сайте {{UL}}).
При заполнении вкладки «Доходы в пределах РФ» при реализации акций в 2024 году я отразила 2 транша акций:
i.транш, по которому был получен убыток (код 201) в связи с тем, что при приобретении акций уплачен налог с суммы матер. выгоды, превышающий сумму реализации; 
ii.транш, по которому применим вычет (код 618) – в размере суммы реализации ЦБ (владение > 3 лет). 
Вопросы:
•Далее при заполнении раздела Вычеты автоматически отражается сумма вычета по владению > 3 лет. При этом система говорит, что он не м.б. более 400 т.р. Что некорректно.
•Как учесть такой расход (код 201) при получении доходов за пределами РФ (по купонам)? Автоматически система не учитывает.
•Как зафиксировать убыток, полученный в 2024 году от реализации акций, чтобы перенести его на будущие периоды?"
408890,"Здравствуйте. Меня зовут ***, гражданка Туркменистана, нахожусь в РФ, в городе Одинцово на основании РВП по программе переселения. 25.07.2025 у моей дочери не приняли документы на ВНЖ в Миграционном центре Одинцово, по статье 53.1, пункт 7,8 «Периоды пребывания», у дочери РВП на основании диплома с отличием. Направили дочь в отдел по вопросам миграции «Одинцовское», там сказали, что подобное делают выборочно, отправили в отделение полиции «Одинцовское», написать обращение по периодам пребывания. 
Дочь обжаловала решение по ВНЖ в Администрацию Президента РФ, в {{UL}} {{BANK}} {{MILIT_SIGN}}. Ответ должен был быть в течении 30 календарных дней. Ответа пока нет. 
Сегодня 21.08.2025 в 15:30 позвонил в домофон сотрудник правоохранительных органов, поднялся и сообщил, что его отправили из службы Безопасности и как оказалось моя дочь и я нарушили Постановление 470  от 04.07.1992 г. Дали подписать дочери бумагу, о том что её права не ущемлены, а иначе будет протокол по Постановлению"
405500,"Здравствуйте! 
Ранее я обращалась по вопросу о ркл. Прошло 2 месяца, а моего супруга до сих пор не исключили из реестра, хотя сами сотрудники {{MILIT_SIGN}} говорят о том, что с документами все в порядке. Сегодня состоялся визит в {{MILIT_SIGN}} по месту прописки и сотрудник отказался от исключению из реестра из за прописки в гостинице. Настоятельно рекомендовал покидать Россию. Письменный отказ сотрудники конечно же не дали. Мы искренне не понимаем, что делать в данной ситуации, уже 2 месяца мучаемся, почти каждую неделю посещаем {{MILIT_SIGN}}, а сотрудники лишь разводят руками"
383374,"Здравствуйте 
Получил сегодня уведомление о штрафе за 12.16.5 - Несоблюдение треб.дор.знаков или разметки, запрещ. остановку или стоянку в Москве, Санкт-Петербурге от 08.05.2025 14:45:02 по адресу г. Сестрорецк, улица Токарева {{HOUSE}} 

Но дело в том, что 8 мая красный день календаря и выходной день, а знак запрещающий остановку и парковку действует на улице Токарева только по четвергам."
408384,"Входят ли в налоговые вычеты покупка лекарств и витаминов. Уточните за что именно я, имею право получать налоговые вычеты и что для этого нужно ?"
392816,"Здравствуйте, сестра работает в школе 15 лет, решила уволиться, написала заявление на отпуск 56 календарных дней, но администрация школы хочет сократить отпуск, прося написать заявление на 32 дня из-за того, что в 2011-2014 годах было взято много дней за свой счёт (90 дней)."
410154,"Здравствуйте! В продолжение ранее созданного мною обращения хотела бы кое-что уточнить. ФССП вынесла мне Постановление о сохранении прожиточного минимума ежемесячно 15.08.2025 г. Но данное Постановление со стороны приставов до сих пор так и не было направлено в Банк, хотя в самом же Постановлении оговаривается трёхдневный срок для направления этого Постановления. Я самостоятельно предоставила в Банк Постановление приставов, но Банк мне отказал в исполнении этого Постановления, т.к. им нужно, чтобы документ был заверен синей печатью (электронной подписи им недостаточно) либо чтобы они получили Постановление от самих приставов. Подскажите, как мне повлиять на судебного пристава, чтобы он разослал в Банк всё, что полагается."
381835,Необходима налоговая декларация для получения налогового вычета за дорогостоящее лечение
396859,Здравствуйте у меня патент. И у меня регистрация заканчивается 07.07.2025. Значит сегодня. Могу ли я сегодня подавать на регистрацию или я уже попал на штраф?
385855,"Добрый день! Подскажите пожалуйста как решить вопрос. Мы купили квартиру у застройщика в 2021 году, в 2022 получили ключи. Очень плохие окна оказались, кривые и дует в них.
 Еще проблема- уже полгода батареи еле греют. Обращались в {{UL}}, они присылали нам мастера 2 раза, сказал ничего не может сделать. Как нам быть? Кто должен устранить проблему?"
